Epoch,Train_Loss
0,0.06958749
1,0.069429316
2,0.061492898
3,0.058973376
4,0.0597261
5,0.058225188
6,0.055959459
7,0.055603308
8,0.054213334
9,0.052567575
10,0.054004095
11,0.050686549
12,0.048289176
13,0.04641946
14,0.047743205
15,0.050688464
16,0.046560884
17,0.045309857
18,0.043421734
19,0.04388883
20,0.048090257
21,0.042581245
22,0.044220146
23,0.041674826
24,0.044451192
25,0.041408207
26,0.040374108
27,0.040448409
28,0.040061947
29,0.039820522
30,0.04030424
31,0.040129006
32,0.039570674
33,0.041228347
34,0.039047804
35,0.03994574
36,0.03863157
37,0.038560219
38,0.038989671
39,0.037180707
40,0.037163209
41,0.037118454
42,0.036203105
43,0.037161041
44,0.03684495
45,0.036989428
46,0.036896043
47,0.037815455
48,0.036867078
49,0.036853388
50,0.035582714
51,0.036840886
52,0.035715736
53,0.035530534
54,0.036916386
55,0.035472896
56,0.035145797
57,0.034577735
58,0.034907721
59,0.034277737
60,0.035761394
61,0.034552295
62,0.035237197
63,0.034316167
64,0.034636471
65,0.034640852
66,0.033667423
67,0.034466676
68,0.034529354
69,0.033807736
70,0.034001131
71,0.033444278
72,0.033021182
73,0.033446625
74,0.033034172
75,0.033611573
76,0.03338673
77,0.033531666
78,0.032572396
79,0.0328274
80,0.032819904
81,0.032711703
82,0.032689251
83,0.032603223
84,0.032856002
85,0.032879896
86,0.032463159
87,0.032768592
88,0.031986855
89,0.032215636
90,0.032425717
91,0.031766139
92,0.032039139
93,0.03167519
94,0.032367248
95,0.031724129
96,0.03174568
97,0.031186059
98,0.031531859
99,0.031738922
100,0.031246591
101,0.031872962
102,0.031973604
103,0.030886794
104,0.031338651
105,0.031943932
106,0.031197404
107,0.030785
108,0.031048615
109,0.03063813
110,0.030931734
111,0.031824589
112,0.03130338
113,0.030611079
114,0.030492062
115,0.030644976
116,0.030762231
117,0.030065728
118,0.030325433
119,0.030367117
120,0.030157873
121,0.030422455
122,0.030346002
123,0.030062396
124,0.030182816
125,0.030517278
126,0.02988077
127,0.029688476
128,0.030103544
129,0.02948508
130,0.030085709
131,0.02971554
132,0.029574551
133,0.030120563
134,0.029595662
135,0.029350577
136,0.029527942
137,0.030091628
138,0.029610517
139,0.02917685
140,0.028852249
141,0.029386919
142,0.029430842
143,0.029211365
144,0.02909057
145,0.029029677
146,0.029203016
147,0.028798783
148,0.029076837
149,0.02894114
150,0.028462173
151,0.02878901
152,0.028752716
153,0.02916413
154,0.029215228
155,0.02866387
156,0.028458303
157,0.028724175
158,0.028614642
159,0.028589943
160,0.029029334
161,0.02863238
162,0.028506801
163,0.028188039
164,0.028179696
165,0.028044365
166,0.028730817
167,0.028092736
168,0.028810179
169,0.028127912
170,0.02806492
171,0.028179254
172,0.02772478
173,0.028098527
174,0.027980989
175,0.027611036
176,0.028009927
177,0.027524855
178,0.02766275
179,0.028075842
180,0.027642561
181,0.028162148
182,0.027750667
183,0.027823891
184,0.028311763
185,0.027727967
186,0.027345316
187,0.02741571
188,0.027770193
189,0.02781865
190,0.027842455
191,0.027570285
192,0.027870862
193,0.027907049
194,0.027703168
195,0.027322242
196,0.02726833
197,0.027428757
198,0.027475169
199,0.027470168
200,0.027351461
201,0.027207857
202,0.027376056
203,0.027303347
204,0.027273981
205,0.027003061
206,0.027052166
207,0.027299
208,0.026942439
209,0.027104696
210,0.027762227
211,0.02693999
212,0.026648728
213,0.027314518
214,0.027539322
215,0.026734285
216,0.026655177
217,0.026898552
218,0.02651128
219,0.026687656
220,0.02656514
221,0.026637632
222,0.02670854
223,0.026721925
224,0.026514914
225,0.02669551
226,0.026817402
227,0.026409067
228,0.026448457
229,0.026349274
230,0.02704192
231,0.026636509
232,0.027068328
233,0.026536707
234,0.026380774
235,0.02651081
236,0.026289983
237,0.026316369
238,0.026315739
239,0.026155738
240,0.02648131
241,0.02655079
242,0.026540939
243,0.026335353
244,0.026049955
245,0.026524741
246,0.026609195
247,0.026116526
248,0.026031656
249,0.026335808
250,0.02631258
251,0.026051315
252,0.026086979
253,0.026030418
254,0.025822198
255,0.026164141
256,0.026136857
257,0.026041897
258,0.025944067
259,0.025829241
260,0.025827346
261,0.026194312
262,0.025802923
263,0.025682723
264,0.025532404
265,0.026146371
266,0.025665183
267,0.025888223
268,0.026386205
269,0.025680225
270,0.025979897
271,0.025730781
272,0.025865525
273,0.025775231
274,0.025939073
275,0.02556796
276,0.02555979
277,0.025459507
278,0.025556972
279,0.02584891
280,0.025390441
281,0.025830455
282,0.025395324
283,0.02529908
284,0.025672775
285,0.025468612
286,0.025308158
287,0.025684804
288,0.026049295
289,0.025692178
290,0.02557647
291,0.025588689
292,0.025380254
293,0.025326727
294,0.025477061
295,0.025412576
296,0.025375862
297,0.025248995
298,0.025554519
299,0.025605733
300,0.025826281
301,0.025163475
302,0.025211459
303,0.025308724
304,0.025346309
305,0.025077766
306,0.025142889
307,0.025146408
308,0.025419166
309,0.025167223
310,0.025185747
311,0.02507461
312,0.024948746
313,0.025077872
314,0.025341759
315,0.025029557
316,0.025030896
317,0.024826098
318,0.02503201
319,0.024716841
320,0.025094435
321,0.024935458
322,0.024891786
323,0.025061361
324,0.025463795
325,0.025010746
326,0.024865415
327,0.024706244
328,0.025469381
329,0.025343129
330,0.024743654
331,0.025021888
332,0.02494367
333,0.024988506
334,0.02486133
335,0.024637504
336,0.025064386
337,0.024855066
338,0.024698295
339,0.024905967
340,0.024898274
341,0.025269084
342,0.024703389
343,0.024879688
344,0.024758641
345,0.024675703
346,0.024627814
347,0.024646679
348,0.024651198
349,0.024817152
350,0.024731247
351,0.024529813
352,0.024700055
353,0.024544526
354,0.024845004
355,0.024674265
356,0.024383472
357,0.024617685
358,0.02440737
359,0.024548182
360,0.024579607
361,0.024405342
362,0.024654154
363,0.0246378
364,0.024623878
365,0.024522027
366,0.024613006
367,0.024404492
368,0.024488892
369,0.024631614
370,0.024290964
371,0.024356371
372,0.024479266
373,0.02436436
374,0.024433376
375,0.024647545
376,0.024514696
377,0.024706174
378,0.024365511
379,0.024213813
380,0.02441437
381,0.024486493
382,0.02427287
383,0.024268785
384,0.024310557
385,0.024559699
386,0.024251066
387,0.024457673
388,0.024194911
389,0.024353381
390,0.024303718
391,0.024337482
392,0.024541637
393,0.024359418
394,0.024230262
395,0.02435503
396,0.024272289
397,0.024514511
398,0.024139661
399,0.024269503
400,0.024386453
401,0.024255127
402,0.024259321
403,0.024104254
404,0.024182562
405,0.024053335
406,0.02439585
407,0.02422102
408,0.024188319
409,0.024056917
410,0.024265125
411,0.024087338
412,0.023977704
413,0.02408467
414,0.024233608
415,0.024127882
416,0.024323042
417,0.024109384
418,0.02417727
419,0.024063567
420,0.023945849
421,0.02398433
422,0.023922158
423,0.024157612
424,0.024507007
425,0.023983344
426,0.024220988
427,0.023897104
428,0.02402192
429,0.023992958
430,0.024142588
431,0.024294186
432,0.02397353
433,0.023874985
434,0.024673566
435,0.024049217
436,0.024219781
437,0.023952063
438,0.024035847
439,0.023996018
440,0.024102489
441,0.024047174
442,0.023947973
443,0.024177734
444,0.024122382
445,0.024073981
446,0.023857953
447,0.023845758
448,0.023755601
449,0.023830136
450,0.023975495
451,0.024169516
452,0.024167037
453,0.023835225
454,0.024120906
455,0.023742601
456,0.023778042
457,0.023600349
458,0.024001481
459,0.024016758
460,0.023638451
461,0.023637768
462,0.023898622
463,0.023901423
464,0.023670206
465,0.023946214
466,0.0239527
467,0.023617065
468,0.023712372
469,0.023818903
470,0.023941839
471,0.023690516
472,0.023643466
473,0.023748701
474,0.023687171
475,0.023663109
476,0.023551462
477,0.023556532
478,0.023589754
479,0.023523258
480,0.023492837
481,0.023514576
482,0.023546431
483,0.023635067
484,0.023608696
485,0.023720147
486,0.023596056
487,0.023879375
488,0.023399075
489,0.023604283
490,0.023605861
491,0.023454187
492,0.02376676
493,0.023660764
494,0.023870088
495,0.023420196
496,0.023581821
497,0.023423504
498,0.023449363
499,0.023338525
500,0.023623005
501,0.023646386
502,0.023632457
503,0.023921454
504,0.023613952
505,0.023341363
506,0.023339819
507,0.023419682
508,0.023490446
509,0.023501989
510,0.023570249
511,0.023697667
512,0.02352502
513,0.023446016
514,0.023501445
515,0.023343455
516,0.02342285
517,0.023301063
518,0.023280406
519,0.023202367
520,0.023304909
521,0.023499964
522,0.023259966
523,0.023373965
524,0.023316493
525,0.023316212
526,0.023455903
527,0.023380233
528,0.023513069
529,0.023373697
530,0.023357328
531,0.02313718
532,0.023285858
533,0.023225103
534,0.023322163
535,0.02336644
536,0.023082674
537,0.023090949
538,0.023317128
539,0.023505708
540,0.023128645
541,0.02347222
542,0.023201983
543,0.023247901
544,0.023054942
545,0.023200052
546,0.02308793
547,0.023147713
548,0.023065299
549,0.02326283
550,0.023209989
551,0.023011703
552,0.023243083
553,0.023027718
554,0.023089189
555,0.023271799
556,0.023050381
557,0.02298004
558,0.02309815
559,0.022943484
560,0.023251096
561,0.023354974
562,0.02298429
563,0.023261255
564,0.023230508
565,0.023405187
566,0.023101198
567,0.023218211
568,0.023047762
569,0.023047974
570,0.022984149
571,0.023139335
572,0.023231402
573,0.023093898
574,0.023084253
575,0.023053898
576,0.023148341
577,0.023146456
578,0.022973921
579,0.023027249
580,0.02293428
581,0.022972897
582,0.023026759
583,0.022978019
584,0.023012817
585,0.02293749
586,0.023039745
587,0.022880567
588,0.022968518
589,0.02282086
590,0.022777306
591,0.02313249
592,0.022907104
593,0.022907032
594,0.022802329
595,0.022953624
596,0.023120254
597,0.023041882
598,0.022820577
599,0.022747556
600,0.022791613
601,0.02277609
602,0.022784576
603,0.02306648
604,0.022951385
605,0.022834487
606,0.022897538
607,0.022803685
608,0.02272694
609,0.022738574
610,0.022763263
611,0.022744238
612,0.022803219
613,0.023085319
614,0.02288557
615,0.022947494
616,0.022779508
617,0.022984959
618,0.022911537
619,0.022821244
620,0.022861887
621,0.022774756
622,0.022722429
623,0.022751139
624,0.022903824
625,0.022753222
626,0.022686569
627,0.022724733
628,0.022800967
629,0.022682471
630,0.022805929
631,0.022750933
632,0.022704937
633,0.02265775
634,0.02284978
635,0.022690346
636,0.022686042
637,0.022811553
638,0.022709541
639,0.022662831
640,0.02275387
641,0.022696281
642,0.022579463
643,0.022595966
644,0.022655347
645,0.022634864
646,0.02273933
647,0.022778744
648,0.022598371
649,0.022680491
650,0.022551168
651,0.022614513
652,0.02258965
653,0.022548923
654,0.022610117
655,0.022666954
656,0.022664215
657,0.022600338
658,0.022673996
659,0.02277045
660,0.022633046
661,0.022690989
662,0.022550739
663,0.022426693
664,0.022581652
665,0.022687135
666,0.022667112
667,0.022407496
668,0.022577191
669,0.022549469
670,0.022509644
671,0.022516226
672,0.022537926
673,0.022522055
674,0.022540702
675,0.022676522
676,0.0224493
677,0.022555124
678,0.022590775
679,0.022525784
680,0.022500528
681,0.022574799
682,0.022518165
683,0.022714337
684,0.022372214
685,0.022500526
686,0.022592787
687,0.02239076
688,0.022377694
689,0.022591995
690,0.022391817
691,0.022501584
692,0.022364277
693,0.022367513
694,0.022459142
695,0.022393286
696,0.022474982
697,0.022395615
698,0.022430141
699,0.022365984
700,0.022460938
701,0.022488127
702,0.022299387
703,0.022435049
704,0.022427386
705,0.022440664
706,0.02249451
707,0.022353202
708,0.022297338
709,0.0223148
710,0.02236967
711,0.022417542
712,0.022328695
713,0.022490511
714,0.02238236
715,0.022393135
716,0.02233349
717,0.022486437
718,0.022398882
719,0.02230601
720,0.022281472
721,0.022423964
722,0.022328243
723,0.022310503
724,0.022351004
725,0.022261176
726,0.022420423
727,0.022327995
728,0.022397403
729,0.02230314
730,0.02237111
731,0.022387659
732,0.022229312
733,0.02220618
734,0.022234855
735,0.022147162
736,0.022251502
737,0.022263927
738,0.022456704
739,0.022416679
740,0.022225467
741,0.022144618
742,0.022174262
743,0.022332456
744,0.022484265
745,0.022275949
746,0.022147868
747,0.022182103
748,0.022312701
749,0.022304557
750,0.02228103
751,0.022324463
752,0.022160284
753,0.022178533
754,0.022237321
755,0.022049041
756,0.022242907
757,0.022108035
758,0.022364851
759,0.022242399
760,0.022205591
761,0.022175031
762,0.022407623
763,0.022132361
764,0.022173863
765,0.022098353
766,0.022194611
767,0.022122771
768,0.022240698
769,0.022202583
770,0.022231679
771,0.022192698
772,0.022153923
773,0.022092689
774,0.022120038
775,0.022165386
776,0.022290429
777,0.022163194
778,0.022466535
779,0.022048686
780,0.022001518
781,0.022096466
782,0.022168729
783,0.022097602
784,0.022202207
785,0.022082578
786,0.022084525
787,0.022207472
788,0.022128627
789,0.022153862
790,0.022050651
791,0.021997396
792,0.022193663
793,0.022107357
794,0.022099428
795,0.022207888
796,0.021976214
797,0.022100495
798,0.022085223
799,0.022150906
800,0.022037467
801,0.022004228
802,0.022260891
803,0.022070047
804,0.022034654
805,0.022195917
806,0.022178859
807,0.022072006
808,0.022206077
809,0.02197429
810,0.021920262
811,0.022070644
812,0.022086214
813,0.021968085
814,0.022131957
815,0.022159504
816,0.022042507
817,0.02192772
818,0.02203664
819,0.022058204
820,0.021971105
821,0.022207191
822,0.022073068
823,0.022038247
824,0.022144716
825,0.022052869
826,0.022082485
827,0.02212996
828,0.022061152
829,0.022029126
830,0.022013916
831,0.022037959
832,0.022024861
833,0.022046413
834,0.02212093
835,0.021974273
836,0.021877795
837,0.022074141
838,0.021890335
839,0.021942917
840,0.021976767
841,0.02195402
842,0.021906424
843,0.021859264
844,0.021895887
845,0.022269519
846,0.022072755
847,0.02197263
848,0.0219405
849,0.021951804
850,0.021796286
851,0.021963326
852,0.021905025
853,0.021816438
854,0.02192289
855,0.022088373
856,0.021833966
857,0.021856867
858,0.022066031
859,0.021967854
860,0.022071654
861,0.021874016
862,0.021804288
863,0.021862708
864,0.02183366
865,0.021870304
866,0.021841601
867,0.021852907
868,0.021886265
869,0.021892702
870,0.021893132
871,0.021849349
872,0.021856599
873,0.021748148
874,0.021863721
875,0.021818012
876,0.021812474
877,0.021909792
878,0.022165192
879,0.021822637
880,0.021851473
881,0.021833021
882,0.021914279
883,0.02193277
884,0.021919236
885,0.021806862
886,0.021933855
887,0.021970795
888,0.021953652
889,0.021820307
890,0.021848401
891,0.02181134
892,0.021839146
893,0.021846909
894,0.021828927
895,0.021871621
896,0.021725822
897,0.021880221
898,0.021752173
899,0.021793228
900,0.021888716
901,0.021790471
902,0.021786628
903,0.021768777
904,0.02190296
905,0.021766199
906,0.021714576
907,0.021760248
908,0.02193315
909,0.021720678
910,0.021734396
911,0.02175878
912,0.021707557
913,0.021735925
914,0.021719038
915,0.02171954
916,0.0217018
917,0.021717681
918,0.021721032
919,0.021708069
920,0.021616474
921,0.021695809
922,0.021760933
923,0.021831611
924,0.021703994
925,0.021854362
926,0.021621985
927,0.021845827
928,0.021754267
929,0.021740334
930,0.021711865
931,0.021783782
932,0.021593824
933,0.021733491
934,0.021759329
935,0.021914655
936,0.021777885
937,0.021733535
938,0.021664865
939,0.021763809
940,0.021664664
941,0.021690615
942,0.022076592
943,0.021792615
944,0.021823529
945,0.021661069
946,0.021724368
947,0.021613657
948,0.021825114
949,0.021642152
950,0.021591444
951,0.021706847
952,0.02167798
953,0.02166279
954,0.021802725
955,0.021632852
956,0.021636011
957,0.021766743
958,0.02178531
959,0.021650927
960,0.021634348
961,0.021649823
962,0.021617496
963,0.021557823
964,0.02167739
965,0.02156454
966,0.02158884
967,0.021700406
968,0.021754447
969,0.021635979
970,0.02157357
971,0.021604527
972,0.021578599
973,0.021519056
974,0.021818144
975,0.02154528
976,0.021524111
977,0.02164837
978,0.021609774
979,0.021695601
980,0.021771964
981,0.021573499
982,0.021677444
983,0.021696758
984,0.021578487
985,0.021554494
986,0.021593815
987,0.021500239
988,0.021561222
989,0.021500662
990,0.02154568
991,0.021545643
992,0.021524683
993,0.021581274
994,0.021539858
995,0.021800956
996,0.021666676
997,0.021776037
998,0.021593917
999,0.021547062
